Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
33652370,Stretch: Unlock the Power of Less -  and Achieve More Than You Ever Imagined,Scott Sonenshein,"Sonenshein, Scott",,"=""0062457233""","=""9780062457233""",0,3.65,Harper Business,Kindle Edition,293,2017,,,2022/01/01,to-read,to-read (#96),to-read,,,,0,0
5497784,"Ghost Wars: The Secret History of the CIA, Afghanistan & Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,"Coll, Steve",,"=""1101221437""","=""9781101221433""",0,4.31,Penguin Books,Kindle Edition,732,2004,2004,,2022/01/01,to-read,to-read (#95),to-read,,,,0,0
41812857,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game",Abby Wambach,"Wambach, Abby",,"=""1250217709""","=""9781250217707""",0,4.15,Celadon Books,Hardcover,112,2019,2019,,2022/01/01,to-read,to-read (#94),to-read,,,,0,0
49989445,"Action Park: Fast Times, Wild Rides, and the Untold Story of America's Most Dangerous Amusement Park",Andy Mulvihill,"Mulvihill, Andy",Jake Rossen,"=""0525506292""","=""9780525506294""",0,4.14,Penguin Books,Kindle Edition,352,2020,2020,,2022/01/01,to-read,to-read (#93),to-read,,,,0,0
18652817,The Smart Stepfamily: Seven Steps to a Healthy Family,Ron L. Deal,"Deal, Ron L.",Gary Chapman,"=""0764212060""","=""9780764212062""",0,4.27,Bethany House Publishers,Paperback,320,2014,2002,,2022/01/01,to-read,to-read (#92),to-read,,,,0,0
45356385,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.18,Algonquin Books,Kindle Edition,322,2012,2003,,2022/01/01,to-read,to-read (#91),to-read,,,,0,0
53568397,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559485""","=""9780525559481""",0,3.98,Viking ,Kindle Edition,288,2020,2020,,2022/01/01,to-read,to-read (#89),to-read,,,,0,0
39215986,The Quiet American,Graham Greene,"Greene, Graham",,"=""""","=""""",0,3.98,Open Road Media,Kindle Edition,232,2018,1955,,2022/01/01,to-read,to-read (#88),to-read,,,,0,0
53132743,"The Gathering Storm, 1948 (Winston S. Churchill The Second World Wa Book 1)",Winston S. Churchill,"Churchill, Winston S.",,"=""0795306067""","=""9780795306068""",0,4.38,RosettaBooks,Kindle Edition,763,2010,1948,,2022/01/01,to-read,to-read (#87),to-read,,,,0,0
51932494,"The Late Shift: Letterman, Leno, & the Network Battle for the Night",Bill  Carter,"Carter, Bill",,"=""1504058844""","=""9781504058841""",0,4.18,Open Road Media,Kindle Edition,477,2019,1994,,2022/01/01,to-read,to-read (#86),to-read,,,,0,0
42602076,"William Styron, The Collected Novels: Lie Down in Darkness, Set This House on Fire, The Confessions of Nat Turner, and Sophie's Choice",William Styron,"Styron, William",,"=""""","=""""",0,4.22,Open Road Media,Kindle Edition,2262,2013,2013,,2022/01/01,to-read,to-read (#85),to-read,,,,0,0
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen  Hoang,"Hoang, Helen",,"=""0451490819""","=""""",0,3.88,Berkley,Kindle Edition,323,2018,2018,,2022/01/01,to-read,to-read (#84),to-read,,,,0,0
44547620,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,"=""""","=""""",0,3.71,G.P. Putnam's Sons,Kindle Edition,352,2018,2018,,2022/01/01,to-read,to-read (#83),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",4,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2022/01/01,,,read,,,,1,0
44776662,Florida,Lauren Groff,"Groff, Lauren",Ana Mata Buil,"=""1594634521""","=""9781594634529""",4,3.77,Riverhead Books,Paperback,275,2019,2018,,2021/12/31,,,read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,4.02,William Morrow Books,Hardcover,181,2013,2013,,2021/12/31,to-read,to-read (#82),to-read,,,,0,0
18498558,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,"=""""","=""""",0,4.04,Ecco,Hardcover,262,2014,2014,,2021/12/31,to-read,to-read (#81),to-read,,,,0,0
29036,The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,"Barry, John M.",,"=""0143036491""","=""9780143036494""",4,3.98,Penguin Books,Paperback,546,2005,2004,,2021/12/31,,,read,,,,1,0
4894,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life...,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",2,3.87,Vermilion,Hardcover,98,2002,1999,,2021/12/31,,,read,,,,1,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",5,4.01,Penguin Books,Paperback,267,2002,2001,,2021/12/31,,,read,,,,1,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",5,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,,2021/12/31,,,read,,,,1,0
33516773,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,"=""0399587195""","=""9780399587191""",4,4.31,Berkley,Paperback,460,2017,2014,,2021/12/31,,,read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.16,Vintage Books,Paperback,559,2004,1992,,2021/12/31,to-read,to-read (#80),to-read,,,,0,0
21671,Mystic River,Dennis Lehane,"Lehane, Dennis",,"=""0060584750""","=""9780060584757""",0,4.17,William Morrow Paperbacks,Paperback,416,2001,2001,,2021/12/31,to-read,to-read (#79),to-read,,,,0,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",5,3.95,Anchor Books,Paperback,351,2003,2001,,2021/12/31,,,read,,,,1,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",4,4.11,Harper Perennial Modern Classics,Paperback,546,2005,1998,,2021/12/31,,,read,,,,1,0
3805,The Corrections,Jonathan Franzen,"Franzen, Jonathan",,"=""1841156736""","=""9781841156736""",5,3.84,Fourth Estate Paperbacks,Paperback,653,2002,2001,,2021/12/31,,,read,,,,1,0
3711,White Teeth,Zadie Smith,"Smith, Zadie",,"=""0375703861""","=""9780375703867""",0,3.79,Vintage,Paperback,448,2001,2000,,2021/12/31,to-read,to-read (#78),to-read,,,,0,0
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",4,4.02,Mariner,Paperback,304,2003,2003,,2021/12/31,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",0,3.61,Penguin Books,Paperback,289,2019,2018,,2021/12/31,to-read,to-read (#77),to-read,,,,0,0
7905092,Freedom,Jonathan Franzen,"Franzen, Jonathan",,"=""0374158460""","=""9780374158460""",5,3.79,"Farrar, Straus and Giroux",Hardcover,562,2010,2010,,2021/12/31,,,read,,,,1,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",4,3.77,Free Press,Hardcover,276,2008,2008,,2021/12/31,,,read,,,,1,0
13641208,Tenth of December,George Saunders,"Saunders, George",,"=""0812993802""","=""9780812993806""",5,3.98,Random House,Hardcover,251,2013,2013,,2021/12/31,,,read,,,,1,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth","=""0811201880""","=""9780811201889""",0,3.93,New Directions,Hardcover,178,1969,1938,,2021/12/31,to-read,to-read (#76),to-read,,,,0,0
40656712,"Rabbit, Run (Rabbit Angstrom, #1)",John Updike,"Updike, John",,"=""""","=""""",0,3.59,Random House,Kindle Edition,337,2010,1960,,2021/12/31,to-read,to-read (#75),to-read,,,,0,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.20,Signet,Mass Market Paperback,325,1963,1962,,2021/12/31,to-read,to-read (#74),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2021/12/31,to-read,to-read (#73),to-read,,,,0,0
943402,Let the Right One In,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""1847241697""","=""9781847241696""",0,4.04,Quercus,Hardcover,513,2007,2004,,2021/12/31,to-read,to-read (#72),to-read,,,,0,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",0,3.92,Penguin Books,Paperback,152,2006,1962,,2021/12/31,to-read,to-read (#71),to-read,,,,0,0
40929,"The Rise of Theodore Roosevelt (Theodore Roosevelt, #1)",Edmund  Morris,"Morris, Edmund",,"=""""","=""""",0,4.23,The Modern Library,Paperback,816,2001,1979,,2021/12/31,to-read,to-read (#70),to-read,,,,0,0
130363,Peter the Great: His Life and World,Robert K. Massie,"Massie, Robert K.",,"=""1842121162""","=""9781842121160""",0,4.15,W&N,Paperback,909,2001,1980,,2021/12/31,to-read,to-read (#69),to-read,,,,0,0
8255917,Washington: A Life,Ron Chernow,"Chernow, Ron",,"=""1594202664""","=""9781594202667""",0,4.17,Penguin Press,Hardcover,904,2010,2010,,2021/12/31,to-read,to-read (#68),to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.17,Roc,Paperback,297,2000,1968,,2021/12/31,to-read,to-read (#67),to-read,,,,0,0
36337550,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.79,Sourcebooks Landmark,Hardcover,432,2018,2018,,2021/12/31,to-read,to-read (#66),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,480,2011,2011,,2021/12/31,to-read,to-read (#65),to-read,,,,0,0
28187230,"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,"Ware, Ruth",,"=""1501132938""","=""9781501132933""",0,3.73,Scout Press,Hardcover,341,2016,2016,,2021/12/31,to-read,to-read (#64),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.13,Ballantine Books,Hardcover,342,2016,2016,,2021/12/31,to-read,to-read (#63),to-read,,,,0,0
105992,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,"Bugliosi, Vincent",Curt Gentry,"=""0393322238""","=""9780393322231""",0,4.06,W. W. Norton  Company,Paperback,687,2001,1974,,2021/12/31,to-read,to-read (#62),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,336,2019,2019,,2021/12/31,to-read,to-read (#61),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.25,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2021/12/31,to-read,to-read (#60),to-read,,,,0,0
179780,"The Exorcist (The Exorcist, #1)",William Peter Blatty,"Blatty, William Peter",,"=""""","=""""",0,4.21,HarperTorch,Mass Market Paperback,385,1994,1971,,2021/12/31,to-read,to-read (#59),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2021/12/31,to-read,to-read (#58),to-read,,,,0,0
61013,"The House of Gucci: A Sensational Story of Murder, Madness, Glamour, and Greed",Sara Gay Forden,"Forden, Sara Gay",,"=""""","=""""",3,3.44,Custom House,Paperback,288,2001,2000,2021/12/30,2021/12/27,,,read,,,,1,0
50088631,Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,"Kolker, Robert",,"=""038554376X""","=""9780385543767""",0,4.15,Doubleday ,Hardcover,377,2020,2020,,2021/12/29,to-read,to-read (#57),to-read,,,,0,0
15790837,"Let's Explore Diabetes with Owls: Essays, Etc.",David Sedaris,"Sedaris, David",,"=""0316154695""","=""9780316154697""",4,3.85,"Little, Brown and Company",Hardcover,275,2013,2013,,2021/12/26,,,read,,,,1,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",4,4.12,Ballantine Books,Kindle Edition,466,2012,1990,,2021/12/26,,,read,,,,1,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.34,Scribner,Hardcover,472,2010,2010,,2021/12/26,to-read,to-read (#56),to-read,,,,0,0
10176,Dress Your Family in Corduroy and Denim,David Sedaris,"Sedaris, David",,"=""0965904830""","=""9780965904834""",5,4.11,"Little, Brown & Co.",Paperback,257,2004,2004,,2021/12/26,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2021/12/26,,,read,,,,1,0
52269471,Mindf*ck: Cambridge Analytica and the Plot to Break America,Christopher Wylie,"Wylie, Christopher",,"=""1984854631""","=""9781984854636""",4,4.36,Random House,Hardcover,288,2019,2019,,2021/12/26,,,read,,,,1,0
8834784,All the Devils are Here: The Hidden History of the Financial Crisis,Bethany McLean,"McLean, Bethany",Joe Nocera,"=""1591843634""","=""9781591843634""",5,4.04,Portfolio/Penguin,Hardcover,380,2010,2010,,2021/12/26,,,read,,,,1,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",5,4.37,Simon & Schuster,Hardcover,538,2019,2019,,2021/12/26,,,read,,,,1,0
386187,Midnight in the Garden of Good and Evil,John Berendt,"Berendt, John",,"=""0679751521""","=""9780679751526""",2,3.92,Vintage,Paperback,386,1999,1994,,2021/12/26,,,read,,,,1,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",5,4.17,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,,2021/12/26,,,read,,,,1,0
11899,The Hours,Michael Cunningham,"Cunningham, Michael",,"=""0312305060""","=""9780312305062""",4,3.96,Picador,Paperback,230,2002,1998,,2021/12/26,,,read,,,,1,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",5,4.18,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,2021/12/26,,,read,,,,1,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",4,3.89,Riverhead Books,Hardcover,335,2007,2007,,2021/12/26,,,read,,,,1,0
11650,American Pastoral,Philip Roth,"Roth, Philip",,"=""""","=""""",5,3.95,Vintage,Paperback,432,1998,1997,,2021/12/26,,,read,,,,1,0
9549746,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307477479""","=""9780307477477""",5,3.70,Anchor Books,Paperback,341,2011,2010,,2021/12/26,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",5,3.87,Harper,Paperback,212,2016,2016,,2021/12/26,,,read,,,,1,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",5,4.08,Harper Perennial,Paperback,729,1995,1980,,2021/12/26,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1949,,2021/12/26,,,read,,,,1,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446365386""","=""9780446365383""",5,4.31,Warner Books,Mass Market Paperback,1037,1993,1936,,2021/12/26,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",4,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2021/12/26,,,read,,,,1,0
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,"=""0345476875""","=""9780345476876""",3,4.02,Ballantine Books,Paperback,346,2004,1976,,2021/12/26,,,read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen        King,"King, Stephen",,"=""0450040186""","=""9780450040184""",5,4.28,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2021/12/26,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2021/12/26,,,read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",3,4.35,Scholastic Press,Hardcover,391,2009,2009,,2021/12/26,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",3,4.11,Scholastic Press,Hardcover,390,2010,2010,,2021/12/26,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",4,4.42,Ballantine Books,Hardcover,384,2014,2011,,2021/12/26,,,read,,,,1,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.36,Viking,Hardcover,464,2014,2014,,2021/12/26,to-read,to-read (#55),to-read,,,,0,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",3,4.13,Random House,Hardcover,375,2012,2012,,2021/12/26,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2021/12/26,to-read,to-read (#54),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",0,4.32,Penguin Books,Paperback,462,2019,2016,,2021/12/26,to-read,to-read (#53),to-read,,,,0,0
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",4,3.93,Plume/Penguin,Paperback,233,2005,1999,,2021/12/26,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2021/12/26,to-read,to-read (#52),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.12,Harper,Mass Market Paperback,417,2003,1967,,2021/12/26,to-read,to-read (#51),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",0,4.21,Penguin,Mass Market Paperback,1463,1987,1862,,2021/12/26,to-read,to-read (#50),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2021/12/26,to-read,to-read (#49),to-read,,,,0,0
31409135,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.16,Sourcebooks,Hardcover,479,2017,2016,,2021/12/26,to-read,to-read (#48),to-read,,,,0,0
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",2,3.75,Penguin Books,Paperback,484,2003,2002,,2021/12/26,,,read,,,,1,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0385534256""","=""9780385534253""",0,4.14,Doubleday,ebook,359,2017,2017,,2021/12/26,to-read,to-read (#47),to-read,,,,0,0
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",0,4.48,Random House,Hardcover,622,2010,2010,,2021/12/26,to-read,to-read (#46),to-read,,,,0,0
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"Brown, Dee",,"=""0805066691""","=""9780805066692""",0,4.26,"Henry Holt and Company, LLC",Paperback,509,2001,1970,,2021/12/26,to-read,to-read (#45),to-read,,,,0,0
1067,1776,David McCullough,"McCullough, David",,"=""0743226720""","=""9780743226721""",0,4.10,Simon  Schuster,Paperback,386,2006,2005,,2021/12/26,to-read,to-read (#44),to-read,,,,0,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.28,Simon & Schuster,Paperback,916,2006,2005,,2021/12/26,to-read,to-read (#43),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",4,4.22,Crown,Paperback,544,2004,2003,,2021/12/26,,,read,,,,1,0
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""1328662055""","=""9781328662057""",3,4.37,Harper,Hardcover,415,2019,2019,,2021/12/26,,,read,,,,1,0
6314763,Orange Is the New Black,Piper Kerman,"Kerman, Piper",,"=""0385523386""","=""9780385523387""",0,3.72,Spiegel & Grau,Hardcover,322,2010,2010,,2021/12/26,to-read,to-read (#42),to-read,,,,0,0
242006,Running with Scissors,Augusten Burroughs,"Burroughs, Augusten",,"=""031242227X""","=""9780312422271""",3,3.77,Picador USA,Paperback,336,2003,2002,,2021/12/26,,,read,,,,1,0
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.30,Bantam Books,Paperback,289,1993,1969,,2021/12/26,to-read,to-read (#41),to-read,,,,0,0
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0349113912""","=""9780349113913""",4,4.01,"Little, Brown and Company",Paperback,272,2001,2000,,2021/12/26,,,read,,,,1,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.93,Vintage,Paperback,227,2007,2005,,2021/12/26,to-read,to-read (#40),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",5,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2021/12/26,,,read,,,,1,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.07,Knopf,Hardcover,336,2012,2012,,2021/12/26,to-read,to-read (#39),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2021/12/26,to-read,to-read (#38),to-read,,,,0,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.06,Doubleday,Hardcover,306,2016,2016,,2021/12/26,to-read,to-read (#37),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2021/12/26,to-read,to-read (#36),to-read,,,,0,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.96,"Little, Brown",Hardcover,771,2013,2013,,2021/12/26,to-read,to-read (#35),to-read,,,,0,0
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",0,4.01,Grove Press,Hardcover,371,2015,2015,,2021/12/26,to-read,to-read (#34),to-read,,,,0,0
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,3.84,Amistad,Paperback,388,2006,2003,,2021/12/26,to-read,to-read (#33),to-read,,,,0,0
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",0,3.85,Picador ,Paperback,247,2006,2004,,2021/12/26,to-read,to-read (#32),to-read,,,,0,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",0,3.89,Grove Press,Paperback,394,1994,1980,,2021/12/26,to-read,to-read (#31),to-read,,,,0,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,4.56,Pocket Books,Mass Market Paperback,960,1999,1985,,2021/12/26,to-read,to-read (#30),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Vintage Books,Paperback,351,2010,1985,,2021/12/26,to-read,to-read (#29),to-read,,,,0,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.04,Picador USA,Paperback,529,2002,2002,,2021/12/26,to-read,to-read (#28),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.24,Knopf,Hardcover,243,2021,2021,,2021/12/26,to-read,to-read (#27),to-read,,,,0,0
55290026,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",George Saunders,"Saunders, George",,"=""1984856022""","=""9781984856029""",0,4.54,Random House,Hardcover,410,2021,2021,,2021/12/26,to-read,to-read (#26),to-read,,,,0,0
53238858,"What Happened To You?: Conversations on Trauma, Resilience, and Healing",Bruce D. Perry,"Perry, Bruce D.",Oprah Winfrey,"=""1250223180""","=""9781250223180""",0,4.42,Flatiron Books: An Oprah Book,Hardcover,304,2021,2021,,2021/12/26,to-read,to-read (#25),to-read,,,,0,0
55829194,The Final Girl Support Group,Grady Hendrix,"Hendrix, Grady",,"=""059320123X""","=""9780593201237""",0,3.51,Berkley,Hardcover,352,2021,2021,,2021/12/26,to-read,to-read (#24),to-read,,,,0,0
57109107,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222355""","=""9780735222359""",0,4.22,Viking,Hardcover,576,2021,2021,,2021/12/26,to-read,to-read (#23),to-read,,,,0,0
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""1250304458""","=""9781250304452""",0,3.62,Celadon Books,Hardcover,337,2021,2021,,2021/12/26,to-read,to-read (#22),to-read,,,,0,0
